Filename,Subfolder Name,RelFreq NOUN,RelFreq VERB,RelFreq ADV,RelFreq ADJ,No. Unique PER,No. Unique LOC,No. Unique ORG
0103.b4.txt,b4,1339.89,1135.5,454.2,590.46,7,0,2
0105.b4.txt,b4,1209.54,1158.43,545.14,519.59,12,0,4
0107.b4.txt,b4,1803.28,1233.07,242.34,648.61,10,0,6
0139.b4.txt,b4,1515.35,1074.77,307.08,514.02,9,0,7
0140.b4.txt,b4,1171.17,1122.03,466.83,393.12,10,0,5
0158.b4.txt,b4,1384.08,1197.23,560.55,602.08,14,0,1
0165.b4.txt,b4,1169.23,992.31,369.23,430.77,10,0,5
0178.b4.txt,b4,1535.99,1085.65,623.24,651.39,11,0,0
0200.b4.txt,b4,1236.26,947.8,714.29,700.55,9,0,2
0219.b4.txt,b4,1531.37,913.28,415.13,479.7,16,0,2
0300.b4.txt,b4,1571.07,1105.57,332.5,448.88,11,0,6
0308.b4.txt,b4,1361.7,1029.79,561.7,527.66,6,0,1
0310.b4.txt,b4,1521.24,1102.18,396.1,660.16,11,0,2
0318.b4.txt,b4,1406.18,935.92,350.39,373.44,14,0,3
1003.b4.txt,b4,1570.47,1147.65,208.05,496.64,6,0,3
1021.b4.txt,b4,1377.74,1074.94,401.21,476.91,10,0,4
1023.b4.txt,b4,1259.54,941.48,788.8,801.53,9,0,3
1057.b4.txt,b4,1440.36,1116.75,348.98,463.2,7,0,2
1069.b4.txt,b4,1262.21,1164.5,700.33,553.75,8,0,6
1097.b4.txt,b4,1480.76,1076.32,463.14,554.47,11,0,3
1100.b4.txt,b4,1512.75,1055.41,299.03,474.93,5,0,2
1112.b4.txt,b4,1344.32,1204.82,418.52,443.88,11,0,3
1508.b4.txt,b4,1297.1,1086.96,311.59,485.51,11,0,3
1520.b4.txt,b4,1286.76,962.01,404.41,569.85,4,0,3
1528.b4.txt,b4,1395.35,1136.21,524.92,524.92,9,0,3
1532.b4.txt,b4,1199.71,1142.24,517.24,387.93,13,0,4
2018.b4.txt,b4,1243.9,1349.59,365.85,406.5,9,0,3
2030.b4.txt,b4,1313.41,1153.58,416.96,486.45,10,0,4
2034.b4.txt,b4,1316.38,867.61,359.01,635.75,13,0,5
