Filename,Subfolder Name,RelFreq NOUN,RelFreq VERB,RelFreq ADV,RelFreq ADJ,No. Unique PER,No. Unique LOC,No. Unique ORG
0100.a2.txt,a2,2084.85,1284.85,351.52,787.88,1,0,2
0101.a2.txt,a2,2063.69,942.68,713.38,547.77,0,0,0
0102.a2.txt,a2,1812.8,1125.59,675.36,651.66,0,1,1
0103.a2.txt,a2,1919.43,1208.53,391.0,1007.11,0,0,1
0104.a2.txt,a2,2078.72,971.71,332.1,725.71,4,0,1
0105.a2.txt,a2,1761.01,1245.28,578.62,867.92,0,0,2
0106.a2.txt,a2,1664.68,1117.72,535.08,725.33,0,1,1
0107.a2.txt,a2,1607.75,1311.29,535.92,741.16,2,0,3
0109.a2.txt,a2,1610.39,1181.82,363.64,610.39,2,0,2
0110.a2.txt,a2,2232.03,1286.25,529.63,567.47,1,1,2
0111.a2.txt,a2,1914.29,1371.43,671.43,500.0,0,0,0
0112.a2.txt,a2,2188.59,1012.81,477.3,768.34,0,0,1
0113.a2.txt,a2,1973.39,1186.25,631.93,787.14,0,0,0
0115.a2.txt,a2,2162.85,1259.54,636.13,674.3,0,0,1
0118.a2.txt,a2,1737.93,1420.69,427.59,841.38,1,0,1
0119.a2.txt,a2,1784.39,1288.72,408.92,681.54,0,0,0
0120.a2.txt,a2,1898.09,1184.71,535.03,751.59,0,3,0
0121.a2.txt,a2,2041.52,761.25,415.22,738.18,2,3,1
0122.a2.txt,a2,1843.19,1059.15,467.68,729.02,1,0,4
0125.a2.txt,a2,1790.83,1146.13,415.47,1146.13,0,0,1
0127.a2.txt,a2,1968.16,1143.27,709.12,824.89,1,1,1
0128.a2.txt,a2,1832.95,997.68,556.84,742.46,2,0,1
0130.a2.txt,a2,1805.56,993.59,502.14,630.34,4,2,0
0131.a2.txt,a2,2252.14,1138.31,563.04,587.52,0,0,1
0133.a2.txt,a2,1804.07,989.33,514.06,940.83,0,0,1
0134.a2.txt,a2,1774.0,814.09,729.04,935.6,0,0,0
0135.a2.txt,a2,1831.8,1013.82,506.91,875.58,1,0,3
0136.a2.txt,a2,1987.8,1158.54,304.88,865.85,0,0,0
0137.a2.txt,a2,1692.13,1210.34,587.54,599.29,0,0,1
0138.a2.txt,a2,1847.13,1248.41,445.86,726.11,0,0,1
0139.a2.txt,a2,1795.21,1183.51,571.81,744.68,0,0,0
0140.a2.txt,a2,1765.89,1140.26,444.0,807.27,0,0,0
0142.a2.txt,a2,2282.2,1126.89,378.79,804.92,0,0,0
0143.a2.txt,a2,1963.52,1115.88,418.45,912.02,0,0,0
0146.a2.txt,a2,1586.13,1418.07,493.7,672.27,0,0,0
0148.a2.txt,a2,1930.64,1098.27,427.75,520.23,0,5,4
0149.a2.txt,a2,1979.43,1233.93,702.66,651.24,0,0,3
0150.a2.txt,a2,1636.36,1376.62,454.55,636.36,0,0,0
0155.a2.txt,a2,2025.32,1253.16,658.23,1126.58,1,0,1
0156.a2.txt,a2,1776.22,1062.94,503.5,685.31,1,0,0
0157.a2.txt,a2,1181.38,1408.11,584.73,501.19,0,0,2
0158.a2.txt,a2,1673.0,1254.75,709.76,557.67,0,0,0
0159.a2.txt,a2,1797.62,1047.62,738.1,833.33,0,0,0
0161.a2.txt,a2,2111.37,1125.29,522.04,672.85,0,1,5
0162.a2.txt,a2,1992.29,1208.23,359.9,719.79,0,0,0
0163.a2.txt,a2,1673.05,957.85,727.97,932.31,0,0,0
0165.a2.txt,a2,2019.91,967.28,469.42,768.14,2,1,1
0167.a2.txt,a2,1753.6,935.25,602.52,827.34,0,0,1
0168.a2.txt,a2,2285.17,1274.79,434.37,783.76,2,3,0
0169.a2.txt,a2,1831.98,1123.48,526.32,1234.82,1,0,1
0171.a2.txt,a2,1810.34,1046.8,455.67,788.18,1,0,1
0172.a2.txt,a2,2108.67,1099.61,491.59,620.96,2,0,0
0173.a2.txt,a2,2189.28,809.58,467.5,1174.46,4,0,1
0174.a2.txt,a2,2244.44,1144.44,255.56,900.0,0,0,2
0175.a2.txt,a2,1789.34,1357.87,431.47,621.83,0,0,1
0176.a2.txt,a2,2156.08,925.93,423.28,727.51,0,0,0
0177.a2.txt,a2,1500.56,985.44,571.11,828.67,0,1,1
0178.a2.txt,a2,1942.52,1110.01,693.76,941.53,1,0,0
0179.a2.txt,a2,1976.44,1191.1,392.67,981.68,0,0,0
0180.a2.txt,a2,1982.38,1167.4,605.73,638.77,1,0,0
0182.a2.txt,a2,1644.63,975.21,454.55,842.98,3,1,7
0185.a2.txt,a2,1728.25,1108.46,441.0,584.03,0,1,0
0186.a2.txt,a2,1611.32,1303.81,639.61,627.31,0,0,0
0187.a2.txt,a2,1780.99,1034.9,385.08,926.59,3,0,0
0188.a2.txt,a2,1588.79,1051.4,443.93,864.49,1,0,1
0189.a2.txt,a2,1711.41,872.48,436.24,749.44,1,1,1
0190.a2.txt,a2,1251.56,1339.17,650.81,525.66,0,0,0
0191.a2.txt,a2,1815.11,1273.96,484.78,653.89,0,0,3
0192.a2.txt,a2,1916.38,1173.05,627.18,545.88,1,0,1
0193.a2.txt,a2,2132.75,1207.83,413.49,837.87,0,1,3
0194.a2.txt,a2,1906.52,1131.61,369.0,910.21,0,0,2
0195.a2.txt,a2,1262.02,1057.69,480.77,564.9,1,4,5
0196.a2.txt,a2,1981.88,1245.75,317.1,736.13,0,0,0
0197.a2.txt,a2,1817.03,940.28,597.2,749.68,1,0,0
0198.a2.txt,a2,1860.8,1008.52,355.11,781.25,1,0,0
0199.a2.txt,a2,1911.76,1078.43,355.39,870.1,0,0,0
0200.a2.txt,a2,1643.99,1303.85,555.56,691.61,0,1,3
0201.a2.txt,a2,1461.43,825.44,324.76,744.25,0,0,6
0202.a2.txt,a2,2094.43,1355.93,338.98,774.82,0,0,1
0203.a2.txt,a2,1712.25,927.47,582.64,1034.48,1,0,1
0204.a2.txt,a2,1925.82,1098.43,442.23,641.94,0,1,1
0205.a2.txt,a2,1997.96,1019.37,448.52,805.3,3,0,4
0206.a2.txt,a2,1844.78,1055.98,547.07,699.75,1,1,0
0207.a2.txt,a2,1830.24,1246.68,477.45,702.92,0,0,0
0208.a2.txt,a2,1686.31,1305.53,553.04,734.36,5,0,0
0209.a2.txt,a2,2295.48,879.12,268.62,744.81,2,0,0
0213.a2.txt,a2,1747.34,1428.57,543.09,861.87,0,0,1
0214.a2.txt,a2,1916.1,963.72,589.57,861.68,1,1,1
0215.a2.txt,a2,1656.37,1384.43,457.35,951.79,0,0,0
0216.a2.txt,a2,1640.09,1116.17,261.96,933.94,0,0,1
0218.a2.txt,a2,2256.1,1158.54,329.27,707.32,0,0,0
0219.a2.txt,a2,1536.64,1264.78,638.3,602.84,0,0,0
0221.a2.txt,a2,2126.82,1017.17,317.04,501.98,0,0,2
0222.a2.txt,a2,1926.49,1153.36,392.9,608.37,3,6,2
0223.a2.txt,a2,1915.55,1009.27,257.47,968.07,0,2,3
0224.a2.txt,a2,1732.1,1085.45,357.97,450.35,4,0,1
0226.a2.txt,a2,1809.05,1105.53,565.33,804.02,0,0,0
0227.a2.txt,a2,1863.84,892.86,535.71,970.98,0,1,0
0231.a2.txt,a2,2065.83,1123.72,419.98,556.19,1,0,1
0232.a2.txt,a2,1573.03,1248.44,711.61,699.13,0,0,0
0234.a2.txt,a2,2015.31,931.12,625.0,931.12,2,0,2
0235.a2.txt,a2,2250.92,1230.01,479.7,897.91,0,0,1
0236.a2.txt,a2,1536.64,1111.11,496.45,827.42,0,0,0
0237.a2.txt,a2,1943.32,728.74,364.37,620.78,3,0,4
0238.a2.txt,a2,1844.06,1250.0,495.05,569.31,0,0,0
1002.a2.txt,a2,1737.09,1302.82,399.06,633.8,0,0,2
1003.a2.txt,a2,1761.49,1061.27,382.93,820.57,3,0,1
1005.a2.txt,a2,1678.97,968.63,562.73,977.86,4,0,1
