timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-20T12:19:31,Assignment_2_nn,99116182-d229-4416-9722-8f6657b185e5,0.1319751739501953,0.009539754968101447,0.07228446595343418,42.5,0.0,141.20075082778934,0.012233090492420728,0,0.04064275874713102,0.05287584923955174,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.5353355407715,machine,N,1.0
