task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
prepare data,2024-05-20T12:01:25,Assignment_2_vectorizing data,cf57abb7-7411-47f7-a36b-49dc96ab0d26,0.37942934036254883,3.5166551338136043e-06,9.197511666482675e-06,42.5,0.0,141.20075082778934,4.51275325483746e-06,0,1.4978955631269268e-05,1.949170888610673e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.5353355407715,machine,N
fit vectorizer,2024-05-20T12:01:37,Assignment_2_vectorizing data,cf57abb7-7411-47f7-a36b-49dc96ab0d26,12.124120473861694,0.00011159122880189569,9.205765837771116e-06,42.5,0.0,141.20075082778934,0.0001431039803557926,0,0.00047541096162281084,0.0006185149419786034,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.5353355407715,machine,N
