timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-20T12:01:37,Assignment_2_vectorizing data,cf57abb7-7411-47f7-a36b-49dc96ab0d26,12.125284910202026,0.00011513685709188885,9.495600140085325e-06,42.5,0.0,141.20075082778934,0.00014765599817037584,0,0.0004905112417496367,0.0006381672399200126,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.5353355407715,machine,N,1.0
