timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-20T11:50:52,Assignment_4,6e34a9ed-08b0-499b-9f53-63d74ec8309f,1.1478781700134277,0.023116900076976865,0.020138809745555528,42.5,0.0,141.20075082778934,0.029643397038347192,0,0.09848628002811435,0.12812967706646156,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.5353355407715,machine,N,1.0
