timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-20T12:44:03,Assignment_3,324b026b-6094-4d53-a3b2-14b7e9838b4e,0.8705525398254395,0.0001368498194065798,0.00015719880552415654,42.5,0.0,141.20075082778934,0.00017551260458098517,0,0.0005830027287370863,0.0007585153333180714,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.5353355407715,machine,N,1.0
